run_id,campaign_id,configuration,repo,size_class,file_count,loc,repetition,pipeline_success,pipeline_time_seconds,build_time_seconds,initial_trivy_seconds,initial_semgrep_seconds,initial_gitleaks_seconds,post_trivy_seconds,post_semgrep_seconds,post_gitleaks_seconds,initial_scanner_time_seconds,post_scanner_time_seconds,total_scanner_time_seconds,remediation_time_seconds,policy_time_seconds
20260713T134439361443Z_C0_BuildOnly_controlled_api_m_r3,expanded_20260713_cached_r3,C0_BuildOnly,controlled_api_m,medium,28,206,3,True,0.1794717000448145,0.17648339999141172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260713T134439610492Z_C1_NonBlockingScanning_controlled_api_m_r3,expanded_20260713_cached_r3,C1_NonBlockingScanning,controlled_api_m,medium,28,206,3,True,8.87581290001981,0.18852569995215163,1.431955999985803,6.586827699968126,0.6076205999706872,0.0,0.0,0.0,8.626404299924616,0.0,8.626404299924616,0.0,0.0
20260713T134448554128Z_C2_AutoScanning_controlled_api_m_r3,expanded_20260713_cached_r3,C2_AutoScanning,controlled_api_m,medium,28,206,3,True,8.231196400010958,0.19540779996896163,1.4064864999963902,6.0799942999728955,0.4740215999772772,0.0,0.0,0.0,7.960502399946563,0.0,7.960502399946563,0.0,0.0
20260713T134456862755Z_C3_PolicyOnly_controlled_api_m_r3,expanded_20260713_cached_r3,C3_PolicyOnly,controlled_api_m,medium,28,206,3,False,8.837963400001172,0.23499239998636767,1.4097214000066742,6.557829800003674,0.45260949997464195,0.0,0.0,0.0,8.42016069998499,0.0,8.42016069998499,0.0,0.1148786999983713
20260713T134505829480Z_C4_AgentsOnly_controlled_api_m_r3,expanded_20260713_cached_r3,C4_AgentsOnly,controlled_api_m,medium,28,206,3,True,16.879537900036667,0.1951184999779798,1.3903182999929413,6.067759099998511,0.4820081000216305,1.531320699956268,6.403937700029928,0.45761869999114424,7.940085500013083,8.39287709997734,16.332962599990424,0.2471376999747008,0.0
20260713T134522792023Z_C5_SecFlowOps_controlled_api_m_r3,expanded_20260713_cached_r3,C5_SecFlowOps,controlled_api_m,medium,28,206,3,True,20.04613190004602,0.18854100001044571,1.355819899996277,7.36245139996754,0.9301972000394017,1.9582431000308134,7.118129200011026,0.4904605000047013,9.648468500003219,9.56683280004654,19.21530130004976,0.3487975000170991,0.10818520002067089
20260713T134542909205Z_C0_BuildOnly_controlled_api_l_r3,expanded_20260713_cached_r3,C0_BuildOnly,controlled_api_l,large,58,341,3,True,0.5147475000121631,0.5110426999744959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260713T134543541478Z_C1_NonBlockingScanning_controlled_api_l_r3,expanded_20260713_cached_r3,C1_NonBlockingScanning,controlled_api_l,large,58,341,3,True,9.579945600009523,0.2585174000123516,1.8181811000104062,6.871017600002233,0.5634469999931753,0.0,0.0,0.0,9.252645700005814,0.0,9.252645700005814,0.0,0.0
20260713T134553262480Z_C2_AutoScanning_controlled_api_l_r3,expanded_20260713_cached_r3,C2_AutoScanning,controlled_api_l,large,58,341,3,True,10.31247240002267,0.24213750002672896,2.0492973000509664,7.4116538999951445,0.5455343999783508,0.0,0.0,0.0,10.006485600024462,0.0,10.006485600024462,0.0,0.0
20260713T134603703636Z_C3_PolicyOnly_controlled_api_l_r3,expanded_20260713_cached_r3,C3_PolicyOnly,controlled_api_l,large,58,341,3,False,9.880751100019552,0.2343140000011772,1.7001077000168152,7.21449169999687,0.535360700043384,0.0,0.0,0.0,9.44996010005707,0.0,9.44996010005707,0.0,0.12081270001363009
20260713T134613737030Z_C4_AgentsOnly_controlled_api_l_r3,expanded_20260713_cached_r3,C4_AgentsOnly,controlled_api_l,large,58,341,3,True,20.122549499967135,0.22199620003812015,1.8563513000262901,8.078367899986915,0.5234908999991603,1.5158180000144057,6.796938700019382,0.5251270000007935,10.458210100012366,8.837883700034581,19.296093800046947,0.48480159998871386,0.0
